article_id_a,article_id_b,reference_article_id,label
article-0bd30e8f49e15ff7d465ac8b,article-9f33d6050428b78eb49f39f1,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-a0ba75909b1a06e80a48f94b,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-a1c72eb03a2eef5695cff061,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-a5989580ec535f17cee0576c,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-a5ded425a27a1b26a30966b7,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-a90b2463bc6f9eb909f3ea42,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-aaa9bf1878fa013e37c14d79,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-ab4a28284b5c4a7b0937267c,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-ac900d28e3b101e998ec2aed,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-b2004a2b587cd67b24a6cdb7,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-b2f60d46697938f74af76c8f,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-b34e4c57bb055b3aa5d839f6,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-b812e7e10c99462b506fec74,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-b8f0b99d7456cf120ce917fd,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-b9a0e4e2db32a51bbff0565a,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-bbb03c22a1905b30b1416bfc,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-bc1a69a0b262a6a3c90b58ed,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-bc7cf8af29a54e67d1014a94,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-bce9ed2dbf9f59e80ea28585,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-be2a82bb6fb414d4407a2586,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-bec49679996bed8664d25fb1,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-c3bb92c8b32a60b8364d639a,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-c656454bbc182aac2dcd1d32,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-c7fb53b4dabf94540b47ebdd,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-c84bccf1d553b201f24207d6,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-c89169cabab1e3f7c12815da,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-c94437fe3e2012ef8df4f50a,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-ca7bd9aa5640d48c1c0b12b3,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-ca8fd273557f8feeca7d0e7b,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-caef6663fbbf8c178f3a8890,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-cb16f3f61421a22020262d8f,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-cbcef3671a477a419d8a223c,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-cbd7db2af7d92aff0f5875fb,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-cebd834c5a284212f9e7bd89,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-d0d320c8ebbb6246f86ccc2c,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-d3185b0d9323ab39e91ebb27,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-d356bd0ea664975732fd81da,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-d38fd85e347ba469bfb2968e,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-d39f6e96f5dca7bd7c70151b,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-d4bc0cda0c33c61d5b145c7e,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-d63ccf5e8807b6fdd48f790a,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-d7568f1488796d65a24fb160,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-da5b8ef5bc5cdc72d8de642b,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-dbfaade84863f2f1a2f0c4d3,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-dc615a4a68886f635867fa4e,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-e29c1a7f7505c048036bc515,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-e56dcefc10da9afa37439789,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-e6edc9e1c57a41c8e4f3c993,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-e71b8ec9110767fb2388eb49,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-e8a0eeae6125dcb01ce2d36a,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-e8dd2650ab1814c8a2c3a7f6,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-e9dcdd8789785accf58e2d7c,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-ea80442b4ab535fd7a8c7128,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-ec8953d08f79e516801c8c8e,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-ed15766698c1b9284ac6faf9,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-ee1aec1732faeaef4a75fc19,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-ee39bd5e335bf8ecaa69754e,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-f6b2a989c02344042c114302,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-f71db1b6b2ea10e79b01d5f8,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-fb63c1b828b59f3fff3a8d96,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0bd30e8f49e15ff7d465ac8b,article-ff1a92e7e9b797af79817abe,article-0bd30e8f49e15ff7d465ac8b,unrelated
article-0dd45ec4b1a5027e07387c45,article-0f6e1818c8a80ba03ba6b49a,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-0ff4e2376a0f197286fc893c,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-103eff955dc00344caf179f3,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-11e53c1006a04bf4d2f057c1,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-12058e07b04b251910af28c5,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-12c38beec2060c059e65026d,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-12f7aea45b252410c729de00,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-136821c563a6d17c76f7382c,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-15967c1739b6b34ce4c83ceb,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-18211dc5d635bb2114ec8b76,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-19e6741f6bd4149bc04e1cf2,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-1ade8858efdf8eaa7b441744,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-1afe23499ec5e0f2321841ee,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-1be8e2061eb8ba98ebbcae92,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-1c6a767d71048571628c49dd,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-1de7949d3a08c43a622e7175,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-1facd0a0b95d8f58c0e5a8d5,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-20aebd9d75901ae07e5ebca8,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-2116babae00280acb8650a37,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-22d862bf0825734402739aeb,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-26c21b791de24eda01f88e79,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-273ccdd7cc631c2a0c649d58,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-2814d0c31ee8089d7a45c361,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-2938c50ec1408bc899154403,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-2b157bd5707e55df1c20f74a,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-2b42042132062743bfb49c75,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-35f265b8e985993f356faa2c,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-369657e62aa4a5a7f891cfcf,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-37eca289851dcaea79f645d5,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-3d96cc6bf35e154124a93089,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-3eb1ad3dca34e296a594e1a2,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-40dc8fe1c7cda5812fb5d1e9,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-40ef00f68cdd337e94f44645,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-43489a635785e8120c306171,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-43677144b2b5006253991fb8,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-4bb3ef269058e3d3d73fa6e3,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-4c11e08f1319f7347cc82787,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-4c12aa95730190f1f7bd81bd,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-4dd869f30a6b17326336d4ff,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-4e0f02ef8bf4351f99462dd5,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-4eb79b0734fa4124502fa05a,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-4ed21244485602ff72602038,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-4ef0147c79bfb110baee2f3a,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-4ffeb581c3a8f6a8ee9ec2ad,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-50802c1e8f3c658b46c6b70e,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-51d862508ad0de467e355008,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-52efb7f729a1c27a6458a836,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-53deed0de670280eabf96823,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-54c36e50a3f7f78df3c71274,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-596e01a3955d9cbccdfea260,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-5b6ff6b517381ac63780b9a9,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-5bb0bf7a63d0cc2c08337313,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-5e8ddd7726665f5f6d0adb43,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-5efa22b97bb8c31c60fbb1b6,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-6000fd0887ea790f989bb679,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-6050bcf674c1cdfb9b06571a,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-627164b1dc89ac68bd689098,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-63ce5914d7f10967200dc0ef,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-6517efc4e3c3ac4155d25e68,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-6566544b366defffa6b91775,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-6589f6a2d74eef4dea39db81,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-6623870cbe0a14d45baa3262,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-6628908a79357bf344384d69,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-668e7cac5ae175bbf2111f3b,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-689c4e244c3b167e7207361f,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-69de091c87f65666304b4d98,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-6be06513b78a584711b91268,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-6d141a90864d37634cf45027,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-6ec673387196220c7b2f12a0,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-6ffc2c0a7e561674ce16e930,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-70f1619352a2fde7ab5ad67d,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-71e713cb8c56fbedddd38dba,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-75302c2eb9a8cc4ddad7c076,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-754edbf93f9658679b28fade,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-77176e4b78840f15f7c49aa8,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-7aa7dc73b8729f36fc44e3aa,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-7aac71f6c40d33a7c94c8de3,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-7b5a802837cae0f8ae8c0cc9,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-800db03e354c53439927392c,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-81c33ba5e5fefb06a3112fb5,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-81e581eedf2549c62e4c25d5,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-82d80d2e993dfeb6086a944d,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-837a50076be1f193df24df03,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-83ae221318cf4dfa83afe1e7,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-87e31634045de8a4927d41a1,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-8bc6f1a1e66e279ed2234e08,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-8c6965cdd61f8092756c69b5,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-90142d0f5145da69a943eee9,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-909f8d46590f2576cb99e729,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-913ff5d1b4c8b0cbd49e55b2,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-91e9231a5dc9641c324e9bee,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-929d28efe857792081dea2eb,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-952073f74ee3a2cc5963ab46,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-956f6b79a4531413daf98c5b,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-9788089caa73bbe56aba3aec,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-9d8e9721fa8e892e6d848425,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-9e6502f9f8fdb4adc4e8a402,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-9f33d6050428b78eb49f39f1,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-a0ba75909b1a06e80a48f94b,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-a1c72eb03a2eef5695cff061,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-a5989580ec535f17cee0576c,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-a5ded425a27a1b26a30966b7,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-a90b2463bc6f9eb909f3ea42,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-aaa9bf1878fa013e37c14d79,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-ab4a28284b5c4a7b0937267c,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-ac900d28e3b101e998ec2aed,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-b2004a2b587cd67b24a6cdb7,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-b2f60d46697938f74af76c8f,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-b34e4c57bb055b3aa5d839f6,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-b812e7e10c99462b506fec74,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-b8f0b99d7456cf120ce917fd,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-b9a0e4e2db32a51bbff0565a,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-bbb03c22a1905b30b1416bfc,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-bc1a69a0b262a6a3c90b58ed,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-bc7cf8af29a54e67d1014a94,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-bce9ed2dbf9f59e80ea28585,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-be2a82bb6fb414d4407a2586,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-bec49679996bed8664d25fb1,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-c3bb92c8b32a60b8364d639a,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-c656454bbc182aac2dcd1d32,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-c7fb53b4dabf94540b47ebdd,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-c84bccf1d553b201f24207d6,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-c89169cabab1e3f7c12815da,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-c94437fe3e2012ef8df4f50a,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-ca7bd9aa5640d48c1c0b12b3,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-ca8fd273557f8feeca7d0e7b,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-caef6663fbbf8c178f3a8890,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-cb16f3f61421a22020262d8f,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-cbcef3671a477a419d8a223c,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-cbd7db2af7d92aff0f5875fb,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-cebd834c5a284212f9e7bd89,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-d0d320c8ebbb6246f86ccc2c,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-d3185b0d9323ab39e91ebb27,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-d356bd0ea664975732fd81da,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-d38fd85e347ba469bfb2968e,article-0dd45ec4b1a5027e07387c45,same_story
article-0dd45ec4b1a5027e07387c45,article-d39f6e96f5dca7bd7c70151b,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-d4bc0cda0c33c61d5b145c7e,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-d63ccf5e8807b6fdd48f790a,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-d7568f1488796d65a24fb160,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-da5b8ef5bc5cdc72d8de642b,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-dbfaade84863f2f1a2f0c4d3,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-dc615a4a68886f635867fa4e,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-e29c1a7f7505c048036bc515,article-0dd45ec4b1a5027e07387c45,same_story
article-0dd45ec4b1a5027e07387c45,article-e56dcefc10da9afa37439789,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-e6edc9e1c57a41c8e4f3c993,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-e71b8ec9110767fb2388eb49,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-e8a0eeae6125dcb01ce2d36a,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-e8dd2650ab1814c8a2c3a7f6,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-e9dcdd8789785accf58e2d7c,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-ea80442b4ab535fd7a8c7128,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-ec8953d08f79e516801c8c8e,article-0dd45ec4b1a5027e07387c45,unrelated
article-0dd45ec4b1a5027e07387c45,article-ed15766698c1b9284ac6faf9,article-0dd45ec4b1a5027e07387c45,unrelated
